Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Work_Life_Balance
28,Male,3.21,599,3.65,Engineering,1,2,8,3,1,40900.0,10,2,3
20,Male,3.65,40,2.54,Medicine,3,2,10,4,4,35000.0,8,4,10
23,Female,2.85,690,3.09,Arts,4,0,6,8,0,39000.0,9,5,9
24,Male,2.55,329,3.94,Mathematics,4,4,10,1,2,72400.0,8,1,8
23,Male,2.53,285,2.64,Business,3,0,5,3,0,43100.0,9,4,10
23,Female,3.07,947,2.32,Computer Science,2,0,3,10,2,73700.0,10,2,8
23,Male,2.9,554,3.02,Arts,0,1,4,8,1,50900.0,1,1,7
20,Female,2.88,797,2.78,Law,3,5,6,10,5,46600.0,1,5,8
23,Male,2.18,66,2.32,Arts,2,0,6,9,1,57800.0,3,2,8
25,Female,3.44,636,3.78,Engineering,1,5,6,3,3,25000.0,4,5,10
28,Other,2.43,657,3.98,Mathematics,2,2,2,9,0,81200.0,2,4,6
28,Female,2.39,632,3.14,Computer Science,4,2,8,10,5,64300.0,10,5,8
19,Male,2.83,109,3.55,Medicine,1,1,8,10,5,53100.0,7,1,2
22,Female,2.46,415,3.72,Computer Science,1,1,6,4,3,62200.0,9,5,7
18,Male,3.17,92,3.4,Business,0,4,4,4,5,50800.0,6,4,3
29,Male,2.74,368,2.09,Computer Science,0,1,2,7,1,40900.0,4,4,8
18,Male,2.9,820,2.32,Arts,3,3,6,6,5,49600.0,6,1,5
22,Male,3.07,423,2.14,Arts,2,2,6,10,1,43700.0,1,3,5
29,Female,2.41,572,2.02,Medicine,3,2,10,3,5,36500.0,6,3,3
20,Female,2.31,862,2.61,Medicine,0,5,3,8,5,44100.0,4,5,1
21,Female,3.76,739,2.78,Medicine,4,1,2,5,0,53200.0,3,4,2
20,Female,2.87,240,2.48,Law,0,5,4,2,3,55300.0,6,2,2
18,Female,2.82,435,2.13,Mathematics,2,1,8,10,5,71200.0,9,2,7
18,Male,2.07,212,3.06,Business,4,2,5,3,5,45400.0,8,4,2
29,Male,3.0,400,2.55,Law,3,1,3,7,3,39400.0,8,2,7
29,Female,3.11,610,3.59,Law,3,4,5,10,3,31100.0,9,1,1
22,Male,3.12,526,2.02,Law,0,1,9,9,0,56600.0,6,5,2
23,Female,3.41,730,3.69,Computer Science,0,1,8,1,0,71900.0,8,4,7
20,Male,2.35,468,3.91,Engineering,3,4,10,6,0,44100.0,7,5,7
29,Male,2.5,170,3.43,Mathematics,3,4,7,9,4,41600.0,1,1,2
26,Male,3.62,819,3.47,Computer Science,1,4,4,7,5,63000.0,6,2,10
22,Male,3.89,792,3.87,Medicine,2,5,2,3,1,34000.0,4,4,7
25,Male,2.27,875,2.42,Business,1,2,9,7,4,74300.0,3,1,9
18,Female,3.0,210,3.99,Law,1,1,3,2,4,48900.0,3,1,8
22,Male,2.43,256,3.55,Computer Science,3,4,6,10,1,55600.0,10,5,6
20,Female,2.12,683,3.45,Mathematics,2,4,7,2,5,50600.0,8,4,4
29,Male,2.65,73,2.72,Arts,3,2,3,1,2,25000.0,1,5,3
18,Male,2.29,147,3.09,Mathematics,1,3,3,3,2,49000.0,7,5,8
21,Male,3.42,340,3.31,Law,1,1,3,1,2,44300.0,10,1,3
22,Female,3.07,317,3.24,Mathematics,3,3,3,8,0,55800.0,4,5,5
24,Male,2.29,618,3.41,Computer Science,0,3,3,8,0,67100.0,1,2,3
18,Female,2.02,606,2.16,Arts,0,4,7,4,3,57400.0,2,2,9
20,Male,3.62,575,2.71,Computer Science,3,5,5,1,3,40000.0,7,1,7
19,Female,2.35,154,2.87,Computer Science,4,2,4,2,4,74700.0,10,5,3
26,Male,3.21,255,2.52,Law,4,1,6,2,3,50700.0,1,2,10
27,Female,2.67,351,2.35,Computer Science,0,1,8,2,0,69200.0,6,3,7
23,Female,3.17,547,2.28,Medicine,2,1,2,9,4,63200.0,4,3,4
27,Female,2.63,835,2.73,Mathematics,1,5,3,7,3,35100.0,3,5,1
20,Male,2.17,312,2.99,Arts,2,3,2,9,3,65900.0,7,1,4
25,Male,2.45,808,2.13,Business,0,0,7,10,2,63000.0,9,2,10
25,Male,2.38,765,3.89,Engineering,3,2,2,10,0,51200.0,5,4,8
19,Female,2.86,669,3.53,Mathematics,4,0,5,2,4,43300.0,6,4,6
23,Female,3.32,134,3.46,Law,0,3,10,5,1,62200.0,7,2,1
24,Female,2.53,948,2.35,Arts,2,4,9,1,5,64900.0,10,5,1
19,Male,2.02,129,3.21,Medicine,2,0,8,2,3,43900.0,6,3,4
28,Male,3.04,436,3.06,Arts,0,0,8,4,0,59100.0,6,3,6
27,Male,3.21,280,3.96,Business,1,2,3,10,4,45000.0,3,2,4
19,Other,3.93,358,3.5,Law,2,3,1,1,5,41800.0,3,3,9
27,Female,3.18,930,3.15,Arts,1,2,2,8,0,56500.0,5,2,2
18,Female,2.94,883,3.7,Mathematics,1,4,7,6,0,61800.0,7,1,6
25,Male,3.15,252,2.31,Medicine,3,5,4,1,4,57800.0,6,3,7
18,Female,3.86,135,2.03,Law,0,5,10,9,2,47900.0,2,5,4
26,Female,3.66,843,3.38,Medicine,0,5,5,1,5,32800.0,3,3,5
28,Male,2.65,523,2.2,Law,1,1,1,4,2,45400.0,5,2,5
23,Female,2.47,804,2.23,Engineering,3,5,2,5,3,55600.0,7,4,2
24,Female,2.53,660,3.49,Business,2,5,9,9,2,82300.0,6,3,5
27,Female,3.01,319,2.54,Engineering,2,3,6,2,3,35400.0,10,2,10
24,Female,3.49,80,3.26,Mathematics,0,5,7,9,3,48300.0,3,3,5
27,Male,3.01,191,3.83,Mathematics,1,5,5,1,4,47600.0,7,3,5
20,Male,2.14,453,2.63,Mathematics,3,4,9,4,0,25000.0,5,3,4
19,Other,3.45,344,2.43,Computer Science,3,4,10,7,1,41100.0,10,4,10
26,Male,3.61,30,2.21,Mathematics,2,0,5,4,1,32100.0,4,2,4
25,Female,2.58,414,2.26,Medicine,2,2,6,8,2,44000.0,6,1,7
29,Female,3.33,871,2.12,Engineering,4,0,10,7,4,72600.0,2,5,6
27,Female,2.85,368,2.18,Medicine,4,0,9,6,1,59800.0,7,4,8
24,Other,3.78,741,2.86,Law,1,1,5,5,0,52600.0,2,5,1
26,Male,3.69,993,2.64,Medicine,4,2,4,10,3,79200.0,7,5,10
21,Male,3.05,596,3.41,Computer Science,3,1,5,3,3,71100.0,8,1,2
21,Male,3.38,502,3.74,Medicine,4,5,5,8,4,38000.0,2,3,2
18,Male,3.77,662,3.57,Law,0,4,5,4,2,25000.0,8,1,2
25,Male,2.99,873,3.06,Law,0,5,1,8,0,25000.0,7,5,3
29,Male,2.63,701,2.2,Engineering,2,1,5,1,2,36800.0,3,4,6
20,Female,3.51,21,3.42,Mathematics,2,4,5,2,2,41500.0,7,5,3
24,Female,2.44,549,2.73,Business,1,0,1,2,4,73200.0,1,5,7
29,Male,2.78,246,2.17,Arts,0,5,4,6,3,68000.0,2,1,3
19,Male,3.73,283,3.68,Engineering,1,1,8,5,2,63800.0,5,2,6
19,Female,3.45,614,2.68,Computer Science,1,5,4,10,2,42400.0,9,5,2
24,Male,2.81,931,2.44,Arts,4,2,7,10,0,47200.0,1,2,2
23,Male,2.43,806,3.74,Medicine,2,1,6,7,5,43900.0,5,3,3
20,Male,2.71,232,3.8,Engineering,1,4,5,2,3,83100.0,6,5,8
26,Female,2.57,316,2.68,Arts,1,3,9,9,2,40600.0,3,1,9
27,Male,2.35,838,2.71,Mathematics,2,5,8,2,5,38100.0,5,3,2
23,Other,3.49,800,3.16,Mathematics,2,5,5,1,1,58500.0,2,4,7
27,Male,2.5,336,3.47,Engineering,0,2,10,2,5,35600.0,8,5,1
27,Female,2.91,988,2.13,Mathematics,2,4,7,3,1,58400.0,3,1,4
23,Male,2.77,976,3.19,Medicine,4,5,9,6,3,54300.0,5,5,6
18,Male,3.96,411,3.91,Law,0,3,7,7,3,38900.0,1,1,7
21,Female,2.78,245,2.52,Engineering,1,5,3,6,4,44800.0,5,1,3
27,Female,2.16,387,3.82,Computer Science,4,2,10,1,5,37300.0,1,2,3
23,Female,2.18,689,3.9,Arts,4,3,5,9,2,65200.0,9,5,5
23,Female,3.18,725,2.54,Arts,0,0,9,8,1,47800.0,2,1,3
28,Female,3.2,358,3.51,Arts,1,0,9,2,5,46800.0,6,1,9
29,Female,2.84,614,2.48,Engineering,0,5,8,1,1,62100.0,9,3,2
22,Female,2.86,798,3.48,Medicine,3,1,6,7,3,60100.0,3,5,10
18,Male,2.11,22,3.59,Engineering,3,1,7,3,3,53500.0,6,3,7
25,Male,3.03,19,2.49,Engineering,0,1,7,3,0,65700.0,1,2,7
22,Male,3.01,287,3.43,Mathematics,1,1,1,10,0,47700.0,7,2,3
29,Female,2.3,276,3.62,Law,1,5,8,9,3,36600.0,2,1,8
29,Male,2.21,659,2.72,Arts,2,3,6,2,0,52200.0,5,1,3
29,Male,2.25,898,2.34,Medicine,4,2,7,5,3,49500.0,5,1,5
22,Female,2.2,552,2.18,Business,0,2,10,4,5,71500.0,1,5,1
24,Female,3.22,679,3.15,Medicine,4,1,10,1,3,46000.0,7,5,10
21,Female,2.39,603,3.96,Mathematics,4,0,2,6,4,73900.0,4,4,4
23,Male,2.5,72,3.65,Engineering,3,4,7,6,0,31800.0,4,1,2
21,Female,2.35,365,2.87,Computer Science,3,1,8,1,2,46500.0,7,3,5
20,Male,3.92,950,3.07,Medicine,0,1,5,7,2,45300.0,10,4,4
24,Male,3.71,795,2.56,Arts,0,5,1,6,5,45200.0,1,5,4
25,Male,2.46,335,2.33,Computer Science,1,0,6,4,4,67100.0,6,5,4
21,Male,2.66,652,2.96,Business,0,4,3,7,2,43000.0,1,1,5
19,Male,2.42,751,2.93,Business,1,3,5,3,2,64900.0,6,3,9
29,Female,2.98,590,3.04,Computer Science,1,3,9,10,5,48700.0,10,3,9
27,Male,2.04,199,3.91,Mathematics,0,4,7,6,5,48500.0,2,2,4
20,Female,3.34,17,3.21,Business,1,4,8,6,4,29900.0,10,1,9
18,Female,3.05,218,3.21,Computer Science,4,3,6,10,1,68800.0,1,5,8
25,Male,3.8,741,2.26,Engineering,1,1,9,6,4,73000.0,8,1,5
20,Female,2.33,852,3.99,Computer Science,4,1,3,3,4,31300.0,7,1,8
29,Male,3.61,650,3.55,Engineering,4,5,1,10,0,74200.0,2,2,7
27,Female,3.58,147,3.75,Mathematics,4,0,10,5,2,28300.0,2,2,2
24,Male,2.25,210,2.83,Arts,2,4,4,1,2,47500.0,5,4,10
27,Male,2.8,670,3.0,Arts,2,1,8,6,1,48500.0,4,1,8
22,Male,2.34,414,3.04,Business,1,1,6,7,4,45500.0,4,5,9
27,Female,2.51,665,2.39,Law,0,0,7,5,3,66300.0,9,2,2
22,Female,2.53,856,3.38,Law,1,4,9,5,1,61200.0,1,4,2
24,Male,3.11,330,3.81,Computer Science,2,0,2,6,1,25000.0,10,4,10
26,Female,2.82,895,2.33,Mathematics,3,0,7,7,2,72100.0,9,4,9
29,Female,3.9,962,2.17,Engineering,3,3,4,4,2,75100.0,3,5,1
22,Female,2.25,870,3.48,Arts,1,0,7,7,2,60200.0,8,2,3
18,Female,3.95,352,2.55,Mathematics,2,4,8,5,2,44800.0,5,3,3
27,Female,2.46,163,3.25,Arts,4,1,2,7,1,53300.0,10,5,6
27,Female,3.55,819,3.39,Arts,2,1,7,1,5,45700.0,3,1,7
18,Female,2.68,101,2.64,Business,1,3,8,10,4,64700.0,9,3,3
19,Male,2.29,327,3.63,Arts,2,4,1,2,5,25000.0,9,5,8
23,Male,3.72,327,3.1,Law,3,1,10,2,5,56000.0,8,2,2
26,Male,2.62,155,3.74,Medicine,4,0,5,7,2,67300.0,3,4,3
25,Female,3.32,10,3.53,Business,1,2,9,9,0,46300.0,3,5,10
22,Female,3.13,353,3.74,Computer Science,1,2,2,7,1,58300.0,10,1,2
18,Male,2.94,939,2.04,Medicine,0,2,6,6,3,25000.0,10,1,2
24,Female,2.99,183,2.49,Business,4,2,2,3,3,35700.0,3,1,6
22,Male,3.46,455,2.18,Mathematics,1,0,3,5,4,55900.0,6,3,3
23,Male,2.18,646,2.88,Business,2,1,6,10,1,56800.0,2,4,3
24,Other,3.34,6,3.78,Engineering,2,3,5,2,1,41300.0,9,5,9
20,Male,3.79,333,2.94,Medicine,2,0,4,9,1,54600.0,2,3,1
29,Male,2.12,944,3.7,Medicine,2,1,7,6,5,49200.0,10,5,9
27,Female,2.28,333,2.65,Law,1,4,3,9,0,25000.0,8,2,2
20,Female,3.43,258,2.68,Medicine,3,1,10,9,0,46500.0,10,2,2
22,Male,2.87,211,3.79,Arts,4,1,7,7,5,60900.0,4,5,5
23,Female,2.81,51,2.85,Law,2,1,9,5,2,69900.0,4,3,6
26,Female,2.27,445,3.58,Mathematics,1,0,2,4,5,46400.0,5,1,8
29,Male,3.01,659,2.47,Arts,1,1,5,1,3,55800.0,1,3,1
22,Male,2.25,377,3.9,Law,2,1,1,9,5,52600.0,4,3,5
18,Female,2.95,640,3.15,Computer Science,0,4,7,6,0,58000.0,6,5,10
21,Male,3.53,486,3.52,Mathematics,1,4,2,2,3,40300.0,10,3,8
22,Female,2.52,770,2.18,Law,4,2,5,7,5,48900.0,2,2,2
29,Female,2.96,51,2.99,Computer Science,4,5,1,6,1,58200.0,3,5,10
27,Other,3.98,154,3.8,Law,0,0,1,4,0,56000.0,4,5,9
27,Male,3.37,582,3.75,Computer Science,1,1,4,6,3,59100.0,3,5,10
22,Other,3.68,788,2.09,Arts,0,2,7,6,0,62000.0,9,3,4
24,Male,2.83,791,2.61,Mathematics,1,2,7,5,1,52400.0,6,4,7
21,Male,3.54,310,2.89,Mathematics,1,0,8,1,1,54500.0,5,1,1
18,Male,2.08,399,2.34,Law,0,5,9,3,1,41500.0,5,1,2
22,Male,2.25,134,3.46,Engineering,3,2,4,7,2,62900.0,2,2,1
24,Female,2.41,220,2.37,Law,2,2,2,2,5,33800.0,9,5,8
27,Male,2.8,163,2.69,Computer Science,2,0,10,10,3,59300.0,2,1,1
27,Male,3.69,971,3.33,Mathematics,2,3,10,10,2,52000.0,5,3,9
23,Female,2.69,648,2.96,Business,0,2,3,1,4,39300.0,7,3,7
22,Male,3.31,569,3.48,Arts,1,4,9,8,4,39900.0,3,3,5
21,Female,3.42,502,3.92,Engineering,1,2,8,7,0,53200.0,8,2,1
19,Male,3.17,946,2.23,Business,4,0,6,6,0,46300.0,5,5,4
21,Female,2.71,689,3.42,Business,1,0,3,10,0,43600.0,10,1,3
27,Female,3.15,115,2.46,Arts,3,5,10,5,2,56300.0,3,5,7
27,Male,2.68,499,2.83,Law,2,3,8,6,5,25000.0,3,5,1
20,Male,2.17,472,2.07,Medicine,3,3,2,1,1,51400.0,3,3,10
27,Male,3.99,149,2.27,Engineering,2,5,4,9,0,44400.0,3,1,4
18,Female,2.25,241,2.64,Law,0,5,4,1,0,31600.0,4,2,5
25,Male,2.14,123,2.68,Arts,3,4,9,4,5,44900.0,10,5,3
22,Male,3.76,804,3.8,Medicine,1,4,8,3,4,30300.0,1,4,5
21,Male,2.6,839,3.48,Arts,2,2,7,4,1,67700.0,3,3,4
25,Male,3.3,69,3.94,Arts,4,3,4,1,2,60800.0,10,4,5
24,Female,2.66,826,3.2,Business,3,4,7,10,5,62400.0,10,2,9
19,Female,2.78,63,2.48,Mathematics,0,2,1,4,1,57700.0,5,2,8
18,Male,2.52,733,2.66,Law,4,1,8,4,4,25000.0,8,2,8
29,Male,2.69,16,2.64,Arts,0,2,8,3,2,32300.0,8,2,2
28,Female,2.82,390,2.65,Law,2,4,9,8,3,63400.0,9,1,3
21,Female,3.44,590,3.35,Medicine,3,2,9,7,0,79600.0,9,4,4
25,Male,3.02,634,3.06,Business,0,1,1,9,2,55600.0,6,3,10
29,Male,3.89,948,2.77,Medicine,4,4,10,2,4,70800.0,10,4,1
19,Male,2.08,258,2.3,Medicine,4,2,7,10,1,37800.0,7,1,9
20,Female,3.01,217,2.04,Business,1,4,1,3,2,40600.0,4,5,2
29,Male,3.17,479,2.44,Law,0,5,6,6,4,60000.0,3,2,2
18,Female,3.84,114,2.21,Medicine,3,5,5,2,5,38000.0,3,5,8
18,Female,2.1,882,3.57,Computer Science,3,2,2,2,2,25800.0,2,2,10
20,Female,3.15,973,2.22,Law,1,0,3,10,0,61200.0,8,3,9
28,Male,3.71,380,3.45,Mathematics,4,4,8,2,5,39200.0,7,2,1
22,Male,2.48,658,2.77,Mathematics,0,4,2,2,1,25000.0,8,2,2
29,Male,3.75,977,2.15,Arts,4,5,4,5,5,67400.0,6,5,10
20,Male,2.04,237,3.63,Business,0,5,3,1,1,57600.0,10,5,5
18,Female,3.46,476,3.16,Mathematics,0,4,7,7,2,60500.0,10,5,9
18,Other,3.87,972,2.47,Business,0,4,8,1,5,61400.0,5,1,10
25,Female,3.31,931,3.79,Law,4,5,4,1,4,64600.0,1,2,5
27,Female,2.88,598,2.09,Computer Science,4,2,6,5,0,57500.0,8,5,7
28,Male,2.09,679,2.4,Computer Science,4,3,3,7,0,27700.0,2,1,6
29,Male,3.84,129,3.5,Computer Science,2,2,7,3,2,33700.0,1,3,6
29,Male,2.94,510,3.42,Computer Science,4,1,8,7,3,65100.0,9,3,2
19,Female,2.06,165,2.58,Engineering,1,0,7,9,5,58600.0,8,2,10
20,Female,3.38,277,2.12,Business,2,2,4,4,2,48000.0,9,5,8
19,Female,2.96,257,3.72,Medicine,0,2,10,5,5,25000.0,5,2,6
20,Male,2.25,132,2.63,Business,3,4,9,8,0,37400.0,3,2,4
24,Male,2.43,992,2.39,Mathematics,2,1,10,9,5,45400.0,8,2,7
18,Female,2.13,570,3.03,Business,2,4,8,5,1,38700.0,4,1,9
27,Male,3.15,257,3.82,Business,0,5,6,5,2,34300.0,1,2,7
25,Female,3.24,141,2.09,Computer Science,4,4,2,2,2,55000.0,9,3,6
27,Female,3.01,686,3.53,Computer Science,4,3,10,9,1,72000.0,4,5,2
27,Female,3.63,687,3.14,Engineering,2,0,7,6,5,59600.0,2,4,3
27,Male,3.72,209,2.85,Law,4,3,9,5,2,42900.0,10,4,7
19,Male,3.23,716,3.49,Business,2,4,9,5,4,49000.0,3,4,1
20,Male,2.03,519,3.93,Arts,3,0,9,4,1,59200.0,6,5,1
26,Male,3.39,51,2.46,Law,3,2,9,1,1,41000.0,9,2,3
24,Male,2.84,503,2.29,Mathematics,0,1,6,6,5,53200.0,6,5,5
21,Female,3.13,259,3.83,Engineering,1,3,1,1,1,44700.0,4,5,3
27,Female,3.3,178,3.34,Mathematics,1,1,6,10,0,44300.0,1,1,9
22,Male,2.7,922,2.88,Computer Science,4,4,5,2,2,26200.0,2,5,7
19,Male,3.83,543,3.15,Mathematics,1,0,7,7,3,50700.0,7,1,2
28,Male,2.27,356,3.49,Business,3,5,8,1,2,56100.0,3,3,10
25,Male,3.34,318,3.55,Computer Science,0,2,1,8,2,62700.0,2,1,10
21,Female,2.01,666,3.84,Law,3,0,10,8,0,25000.0,6,4,3
26,Male,3.85,963,2.85,Medicine,2,5,4,7,4,64300.0,4,1,3
22,Male,2.23,364,2.59,Computer Science,4,1,4,7,4,60900.0,1,3,9
26,Male,2.19,55,3.28,Computer Science,4,1,1,1,0,72100.0,9,5,7
21,Female,2.67,156,2.83,Engineering,1,2,4,3,0,44500.0,9,4,3
27,Female,2.75,44,3.19,Medicine,2,5,7,9,0,51000.0,5,1,1
22,Male,2.43,593,2.84,Law,1,5,6,5,2,34600.0,8,2,4
26,Female,3.17,678,2.31,Arts,1,2,4,5,0,49100.0,6,5,5
25,Female,2.89,542,2.94,Arts,1,0,2,7,3,45300.0,7,4,9
20,Female,2.07,322,3.38,Arts,2,3,7,10,1,52300.0,6,4,4
18,Male,2.64,648,3.6,Business,1,0,8,8,4,49400.0,7,1,10
20,Female,3.62,14,2.99,Arts,4,1,9,6,5,62200.0,3,5,2
21,Female,3.38,357,2.33,Business,1,0,9,5,3,46900.0,3,5,1
19,Female,3.45,483,2.83,Law,2,4,4,1,5,69100.0,10,2,5
18,Female,3.4,618,3.57,Law,2,0,3,10,4,25000.0,3,2,3
24,Female,2.62,359,2.83,Computer Science,3,0,5,10,2,69400.0,10,4,9
25,Male,2.2,318,3.39,Arts,1,5,6,10,2,29300.0,6,4,3
24,Female,2.54,75,3.01,Engineering,2,4,8,9,0,62300.0,1,3,3
22,Female,3.66,959,2.48,Law,1,1,3,6,4,60100.0,9,4,2
29,Female,3.96,591,3.59,Medicine,0,2,6,3,2,33900.0,9,2,3
18,Male,2.99,194,2.17,Medicine,4,0,5,10,2,68400.0,4,1,9
24,Female,2.02,997,3.05,Law,4,3,7,7,5,32200.0,2,3,7
24,Female,2.28,363,2.42,Computer Science,1,5,9,4,5,30200.0,7,4,2
26,Male,2.64,96,2.13,Mathematics,4,5,7,3,4,43300.0,7,2,3
20,Female,3.16,40,3.01,Medicine,4,2,6,7,2,44000.0,6,3,8
26,Female,2.15,768,3.0,Medicine,0,3,9,6,0,40900.0,8,1,10
18,Female,3.89,397,3.41,Mathematics,4,0,10,4,2,51100.0,3,1,8
18,Male,2.73,107,3.49,Computer Science,4,3,4,10,3,55600.0,2,2,10
21,Male,3.83,17,3.46,Mathematics,2,5,1,8,3,48800.0,10,5,1
26,Female,3.56,527,2.82,Computer Science,4,2,8,2,0,32600.0,1,2,1
23,Male,3.51,929,3.26,Computer Science,1,3,6,6,3,37200.0,3,2,8
28,Female,3.21,784,3.15,Engineering,4,3,6,3,5,81600.0,8,2,8
20,Female,3.25,499,2.84,Computer Science,1,2,5,8,2,34200.0,8,5,2
18,Female,3.28,525,3.19,Computer Science,4,2,10,8,3,34800.0,7,4,8
21,Male,3.26,759,3.89,Computer Science,1,2,3,1,3,26700.0,2,4,1
29,Female,3.11,726,2.39,Law,4,5,6,2,2,64600.0,3,1,5
26,Male,3.97,663,3.81,Arts,1,2,1,4,4,64400.0,7,4,10
20,Male,3.46,804,2.11,Law,4,4,7,1,0,56000.0,8,2,5
29,Male,3.55,43,2.62,Arts,0,0,6,3,4,69300.0,9,4,8
26,Male,3.74,946,2.58,Engineering,2,5,5,4,4,39200.0,6,5,8
24,Other,2.43,626,3.25,Engineering,2,2,3,10,3,32700.0,10,4,10
29,Other,2.17,842,2.26,Medicine,2,1,8,3,1,54100.0,3,2,4
21,Male,2.97,593,3.76,Mathematics,2,3,4,5,4,57100.0,9,4,2
20,Female,3.03,350,3.66,Mathematics,0,2,9,10,2,52900.0,5,1,6
27,Male,3.66,653,3.3,Law,0,2,9,7,2,45400.0,4,4,4
22,Female,2.89,30,2.92,Arts,4,0,5,8,2,65400.0,9,1,2
22,Female,3.14,441,3.87,Engineering,0,2,7,8,1,49300.0,10,3,9
20,Female,3.05,542,3.66,Engineering,2,5,6,2,1,53800.0,2,5,9
29,Male,2.08,455,3.0,Law,3,4,6,1,5,49600.0,10,1,7
26,Female,3.23,778,3.4,Medicine,4,1,4,6,0,42600.0,4,3,2
21,Male,3.66,611,3.13,Computer Science,1,1,10,1,1,34100.0,6,3,3
28,Other,2.32,962,3.18,Business,2,2,8,6,0,56300.0,6,2,9
22,Male,3.19,94,2.66,Medicine,2,0,10,7,5,25000.0,10,3,8
21,Female,3.19,723,2.92,Mathematics,2,5,3,9,2,40500.0,5,5,10
22,Female,2.33,295,2.16,Mathematics,0,5,5,10,1,42500.0,10,5,2
24,Female,2.25,549,2.71,Business,1,2,1,10,3,31800.0,7,5,5
26,Male,3.96,899,3.39,Medicine,4,3,1,1,5,45600.0,5,5,2
24,Female,2.79,89,3.91,Medicine,2,5,9,7,3,56700.0,6,2,1
22,Male,2.45,930,3.93,Computer Science,1,5,4,4,3,51900.0,1,4,9
27,Female,2.34,503,3.11,Engineering,3,5,9,9,1,41400.0,8,1,7
27,Male,3.34,767,3.21,Arts,0,1,7,4,1,59300.0,5,2,4
24,Male,3.22,214,2.37,Medicine,2,5,10,2,1,54000.0,5,2,3
27,Female,3.29,422,3.39,Computer Science,1,3,8,1,3,32800.0,10,1,3
22,Male,2.18,526,2.14,Mathematics,1,4,9,7,2,38400.0,6,1,7
20,Male,3.79,192,2.57,Business,2,1,1,7,4,28800.0,6,4,10
24,Male,2.78,807,3.34,Law,1,1,7,3,2,44800.0,8,4,9
28,Male,2.63,694,2.62,Mathematics,1,4,8,5,1,40000.0,4,5,7
28,Female,2.92,642,2.1,Law,4,3,2,10,4,46600.0,4,4,2
19,Female,2.78,224,3.66,Engineering,0,2,10,7,5,79000.0,3,4,6
29,Male,3.73,555,2.62,Law,4,0,9,8,4,25500.0,9,1,8
26,Male,3.86,693,2.13,Medicine,0,3,1,9,2,25000.0,8,3,7
27,Male,2.61,387,2.15,Business,0,4,3,10,3,72400.0,5,5,2
27,Male,3.73,681,2.5,Medicine,4,5,9,10,0,57900.0,8,5,7
29,Female,3.56,776,2.36,Law,2,5,1,1,3,64600.0,6,2,9
18,Female,3.86,474,3.55,Arts,1,4,4,9,3,44800.0,5,4,3
23,Male,2.49,608,2.64,Mathematics,3,5,10,6,4,60300.0,9,4,3
24,Male,3.15,203,3.61,Law,4,4,6,6,1,48100.0,9,1,5
25,Male,2.55,447,2.35,Arts,4,1,6,7,1,63000.0,8,4,9
27,Female,3.65,833,2.99,Law,2,2,4,9,4,65300.0,10,2,1
26,Other,2.01,847,3.38,Engineering,1,1,10,7,3,63900.0,3,1,7
19,Male,3.13,900,3.3,Business,4,1,10,7,2,40200.0,9,5,7
28,Male,2.68,68,3.2,Arts,3,1,10,3,5,51400.0,6,4,4
27,Female,2.65,92,3.85,Computer Science,1,4,10,10,0,35600.0,9,4,6
19,Female,3.29,778,2.46,Engineering,4,3,1,9,3,58300.0,1,2,1
22,Male,3.7,843,2.99,Medicine,4,0,5,4,3,55100.0,1,2,10
22,Male,3.22,178,3.77,Law,0,0,5,6,0,26100.0,6,1,4
23,Male,3.71,663,2.16,Business,0,2,3,7,2,56900.0,4,5,3
20,Female,2.53,829,2.11,Business,4,2,3,9,0,56500.0,5,2,5
25,Male,3.04,559,2.47,Law,2,4,4,10,4,58500.0,5,2,8
18,Male,2.9,3,3.27,Computer Science,0,0,3,3,0,50700.0,3,5,5
23,Female,2.02,999,2.52,Mathematics,4,3,3,2,0,58500.0,9,3,1
21,Male,3.11,103,2.38,Mathematics,1,4,3,2,3,54700.0,1,1,2
18,Female,3.32,273,2.92,Arts,3,2,7,2,3,36600.0,6,3,2
24,Male,3.18,534,3.23,Law,0,4,9,9,1,59500.0,2,5,9
26,Male,3.47,116,2.5,Business,4,2,1,8,0,35700.0,2,4,10
21,Female,3.14,859,2.6,Computer Science,0,0,8,9,4,34000.0,9,1,7
21,Male,2.13,912,3.23,Mathematics,1,4,10,9,1,53200.0,10,5,4
23,Other,2.23,464,3.89,Computer Science,2,1,1,1,5,25000.0,2,5,9
29,Female,3.19,104,3.35,Mathematics,4,5,9,10,0,40000.0,9,1,9
20,Male,2.55,259,3.57,Medicine,1,2,8,10,3,45300.0,8,3,7
29,Female,2.16,308,2.73,Computer Science,3,1,6,9,4,69900.0,7,4,9
23,Male,2.86,367,2.54,Engineering,4,2,6,1,2,46800.0,8,3,9
24,Female,3.11,929,2.91,Business,3,1,10,5,1,78900.0,9,2,7
28,Male,2.66,810,3.61,Engineering,2,0,7,4,3,27700.0,10,3,5
27,Female,3.44,642,2.91,Mathematics,4,0,8,8,2,57100.0,9,2,9
27,Male,3.29,807,3.69,Computer Science,4,3,7,5,0,59700.0,3,1,3
20,Male,2.67,302,3.98,Computer Science,1,3,1,9,4,36200.0,10,2,4
24,Female,3.51,560,2.14,Engineering,0,3,10,1,3,48600.0,1,5,6
